Kmin_a0        Kmin_a1        Kmin_a2        Kmin_a3        Kmin_a4        Kmin_a5        Kmin_a6        Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   LogPost        LogPrior       LogHyper       LogLkh         Deviance       
   0.301310E+02   0.622833E-01  -0.490489E+01   0.577458E+01   0.829983E+01   0.484299E+01   0.201816E+01   0.516563E-02   0.358140E-01   0.237078E-02   0.168839E-02   0.544173E-02  -0.850163E+03   0.138892E+02   0.000000E+00  -0.864052E+03   0.172810E+04
   0.299689E+02  -0.382933E-01  -0.453990E+01   0.481370E+01   0.890606E+01   0.854232E+01  -0.136377E+01   0.565373E-02   0.372610E-01   0.237078E-02   0.965424E-02   0.865610E-02  -0.851938E+03   0.126265E+02   0.000000E+00  -0.864564E+03   0.172913E+04
   0.309800E+02  -0.171077E+00  -0.446604E+01   0.941434E+01   0.883108E+01   0.335106E+01  -0.887851E+00   0.232563E-02   0.479476E-02   0.533022E-03   0.965424E-02   0.865610E-02  -0.847948E+03   0.160569E+02   0.000000E+00  -0.864005E+03   0.172801E+04
   0.312583E+02  -0.171077E+00  -0.604935E+01   0.963625E+01   0.858423E+01   0.666793E+01  -0.178134E+01   0.152574E-01   0.266694E-01   0.185478E-01   0.109197E-01   0.257180E-01  -0.856183E+03   0.102352E+02   0.000000E+00  -0.866418E+03   0.173284E+04
   0.308800E+02  -0.171077E+00  -0.415207E+01   0.906221E+01   0.693944E+01   0.242671E+01   0.117450E+01   0.209913E-01   0.118068E-02   0.812886E-02   0.186168E-02   0.863117E-02  -0.849119E+03   0.164404E+02   0.000000E+00  -0.865559E+03   0.173112E+04
   0.289891E+02  -0.378305E+00  -0.303409E+01   0.505613E+01   0.655375E+01   0.376851E+01   0.108068E-01   0.204011E-01   0.696450E-02   0.943736E-02   0.232462E-01   0.656907E-02  -0.853710E+03   0.137990E+02   0.000000E+00  -0.867509E+03   0.173502E+04
   0.302297E+02  -0.853634E+00  -0.426487E+01   0.712165E+01   0.775262E+01   0.246062E+01   0.655778E-01   0.317487E-01   0.784123E-03   0.338374E-02   0.364632E-01   0.144423E-01  -0.852233E+03   0.129133E+02   0.000000E+00  -0.865146E+03   0.173029E+04
   0.296247E+02  -0.440468E+00  -0.561263E+01   0.492385E+01   0.775262E+01   0.436895E+01  -0.183781E+01   0.192584E-01   0.113830E-02   0.736595E-02   0.596567E-02   0.326299E-01  -0.850931E+03   0.137107E+02   0.000000E+00  -0.864642E+03   0.172928E+04
   0.301688E+02   0.822814E+00  -0.568805E+01   0.748086E+01   0.775262E+01   0.489152E+01  -0.524961E+00   0.233813E-01   0.217988E-02   0.417246E-02   0.773727E-02   0.132379E-02  -0.847715E+03   0.168793E+02   0.000000E+00  -0.864594E+03   0.172919E+04
   0.306750E+02   0.737475E+00  -0.725171E+01   0.658995E+01   0.106343E+02   0.434983E+01  -0.293655E+01   0.464700E-02   0.218745E-02   0.713090E-02   0.924167E-02   0.287653E-01  -0.850920E+03   0.136881E+02   0.000000E+00  -0.864608E+03   0.172922E+04
   0.296257E+02  -0.416664E+00  -0.138531E+01   0.722090E+01   0.594093E+01   0.129249E+01   0.287666E+00   0.270375E-01   0.166975E-01   0.823114E-02   0.358205E-02   0.415637E-02  -0.853733E+03   0.151540E+02   0.000000E+00  -0.868887E+03   0.173777E+04
   0.298881E+02  -0.626981E+00  -0.331411E+01   0.720807E+01   0.554552E+01   0.238414E+01  -0.305207E+01   0.190041E-01   0.170565E-01   0.475113E-02   0.394818E-02   0.604948E-02  -0.851098E+03   0.152402E+02   0.000000E+00  -0.866338E+03   0.173268E+04
   0.301440E+02   0.700736E+00  -0.523391E+01   0.701646E+01   0.109866E+02   0.332354E+01  -0.185234E+01   0.131983E-01   0.311028E-01   0.902287E-02   0.146769E-02   0.258319E-01  -0.851872E+03   0.116782E+02   0.000000E+00  -0.863550E+03   0.172710E+04
   0.301510E+02   0.863448E+00  -0.461239E+01   0.800361E+01   0.761728E+01   0.435743E+01  -0.329319E+01   0.430981E-02   0.243553E-02   0.682705E-02   0.731670E-02   0.323378E-01  -0.849974E+03   0.135290E+02   0.000000E+00  -0.863503E+03   0.172701E+04
   0.307870E+02   0.108942E+01  -0.670966E+01   0.682407E+01   0.100137E+02   0.640068E+01  -0.131580E+01   0.104899E-01   0.522322E-02   0.201203E-02   0.840348E-02   0.311817E-01  -0.850816E+03   0.137386E+02   0.000000E+00  -0.864555E+03   0.172911E+04
   0.307896E+02  -0.775040E+00  -0.433115E+01   0.983222E+01   0.891215E+01   0.217416E+01   0.302801E+01   0.775706E-02   0.522322E-02   0.522562E-02   0.121380E-02   0.656759E-03  -0.848864E+03   0.171887E+02   0.000000E+00  -0.866053E+03   0.173211E+04
   0.307896E+02  -0.775040E+00  -0.578364E+01   0.100687E+02   0.891215E+01   0.423326E+01   0.491643E+00   0.209119E-03   0.791516E-01   0.422778E-02   0.857541E-02   0.656759E-03  -0.855434E+03   0.915953E+01   0.000000E+00  -0.864594E+03   0.172919E+04
