a0_min         a0_flood       a1_flood       a2_flood       Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   LogPost        LogPrior       LogHyper       LogLkh         Deviance       
   0.499407E+02   0.232438E+03  -0.133929E+02  -0.170186E+01   0.109088E-01   0.728349E+01   0.115907E+02   0.885280E+01   0.760755E+01   0.688430E+02  -0.853223E+01   0.000000E+00   0.773752E+02  -0.154750E+03
   0.499407E+02   0.232438E+03  -0.127342E+03  -0.170186E+01   0.364308E-02   0.832737E+01   0.115907E+02   0.885280E+01   0.865732E+01   0.725100E+02  -0.728351E+01   0.000000E+00   0.797935E+02  -0.159587E+03
   0.124932E+03   0.167229E+03  -0.127342E+03   0.938683E+01   0.316778E-02   0.971896E+01   0.115907E+02   0.885280E+01   0.102014E+02   0.721555E+02  -0.693866E+01   0.000000E+00   0.790942E+02  -0.158188E+03
   0.146918E+03   0.167229E+03  -0.120664E+03  -0.983866E+01   0.316778E-02   0.971896E+01   0.115907E+02   0.885280E+01   0.102014E+02   0.715988E+02  -0.693866E+01   0.000000E+00   0.785375E+02  -0.157075E+03
   0.816702E+02   0.167229E+03  -0.103507E+03   0.552120E+01   0.551432E-02   0.956708E+01   0.115907E+02   0.113010E+02   0.608609E+01   0.692116E+02  -0.974367E+01   0.000000E+00   0.789553E+02  -0.157911E+03
   0.816702E+02   0.167229E+03  -0.103507E+03   0.171076E+02   0.144590E-02   0.956708E+01   0.115907E+02   0.113010E+02   0.608609E+01   0.700234E+02  -0.974367E+01   0.000000E+00   0.797671E+02  -0.159534E+03
   0.816702E+02   0.167229E+03  -0.103507E+03  -0.253190E+02   0.144590E-02   0.954019E+01   0.842232E+01   0.113010E+02   0.739485E+01   0.709806E+02  -0.777182E+01   0.000000E+00   0.787524E+02  -0.157505E+03
   0.816702E+02   0.169913E+03  -0.103507E+03  -0.143610E+02   0.144590E-02   0.735466E+01   0.842232E+01   0.113010E+02   0.739485E+01   0.707105E+02  -0.866398E+01   0.000000E+00   0.793745E+02  -0.158749E+03
   0.816702E+02   0.169913E+03  -0.765892E+02  -0.344213E+02   0.144590E-02   0.735466E+01   0.898089E+01   0.102650E+02   0.109925E+02   0.720290E+02  -0.759933E+01   0.000000E+00   0.796283E+02  -0.159257E+03
   0.118113E+03   0.169913E+03  -0.550184E+02  -0.392581E+02   0.144590E-02   0.735466E+01   0.898089E+01   0.102650E+02   0.109925E+02   0.716200E+02  -0.759933E+01   0.000000E+00   0.792193E+02  -0.158439E+03
   0.911418E+02   0.301508E+03  -0.566482E+02  -0.292725E+02   0.144590E-02   0.735466E+01   0.898089E+01   0.102650E+02   0.109925E+02   0.701542E+02  -0.759933E+01   0.000000E+00   0.777535E+02  -0.155507E+03
   0.911418E+02   0.166852E+03  -0.612817E+02  -0.670819E+02   0.747455E-02   0.735466E+01   0.898089E+01   0.102650E+02   0.109925E+02   0.701658E+02  -0.759933E+01   0.000000E+00   0.777651E+02  -0.155530E+03
   0.108921E+03   0.166852E+03  -0.612817E+02  -0.670819E+02   0.571341E-03   0.956294E+01   0.898089E+01   0.925744E+01   0.109925E+02   0.722815E+02  -0.666937E+01   0.000000E+00   0.789509E+02  -0.157902E+03
   0.157642E+03   0.166852E+03  -0.612817E+02  -0.670819E+02   0.571341E-03   0.956294E+01   0.898089E+01   0.896655E+01   0.109925E+02   0.719688E+02  -0.671176E+01   0.000000E+00   0.786806E+02  -0.157361E+03
   0.129250E+03   0.166852E+03  -0.612817E+02  -0.670819E+02   0.181354E-02   0.956294E+01   0.898089E+01   0.896655E+01   0.109925E+02   0.720357E+02  -0.671176E+01   0.000000E+00   0.787475E+02  -0.157495E+03
   0.965226E+02   0.166852E+03  -0.138621E+02  -0.670819E+02   0.571115E-03   0.112403E+02   0.734486E+01   0.896655E+01   0.803362E+01   0.713786E+02  -0.803781E+01   0.000000E+00   0.794164E+02  -0.158833E+03
   0.965226E+02   0.166852E+03  -0.413008E+02  -0.531226E+01   0.115844E-03   0.893525E+01   0.734486E+01   0.896655E+01   0.942518E+01   0.719796E+02  -0.740018E+01   0.000000E+00   0.793798E+02  -0.158760E+03
   0.965226E+02   0.255134E+03  -0.916521E+02  -0.830419E+02   0.480598E-03   0.949751E+01   0.734486E+01   0.896655E+01   0.942518E+01   0.715467E+02  -0.733600E+01   0.000000E+00   0.788827E+02  -0.157765E+03
   0.496503E+02   0.255134E+03  -0.129869E+03  -0.522456E+02   0.480598E-03   0.123176E+02   0.808564E+01   0.896655E+01   0.942518E+01   0.725602E+02  -0.757610E+01   0.000000E+00   0.801363E+02  -0.160273E+03
   0.496503E+02   0.255134E+03  -0.823964E+02   0.212670E+02   0.480598E-03   0.998253E+01   0.808564E+01   0.873852E+01   0.122281E+02   0.726816E+02  -0.759793E+01   0.000000E+00   0.802795E+02  -0.160559E+03
   0.496503E+02   0.255134E+03   0.188027E+02   0.502555E+02   0.375182E-02   0.935152E+01   0.808564E+01   0.873852E+01   0.122281E+02   0.724007E+02  -0.758879E+01   0.000000E+00   0.799895E+02  -0.159979E+03
   0.496503E+02   0.255134E+03   0.390855E+00  -0.603786E+01   0.375182E-02   0.107302E+02   0.808564E+01   0.829054E+01   0.122281E+02   0.720345E+02  -0.789161E+01   0.000000E+00   0.799261E+02  -0.159852E+03
   0.496503E+02   0.322563E+03  -0.370481E+02  -0.339601E+02   0.143830E-02   0.107302E+02   0.808564E+01   0.829054E+01   0.119824E+02   0.724174E+02  -0.777439E+01   0.000000E+00   0.801918E+02  -0.160384E+03
   0.517754E+02   0.303220E+03  -0.549467E+02  -0.110034E+02   0.143830E-02   0.147997E+02   0.695413E+01   0.114092E+02   0.119824E+02   0.692969E+02  -0.109863E+02   0.000000E+00   0.802832E+02  -0.160566E+03
   0.534590E+02   0.303220E+03  -0.549467E+02  -0.172578E+02   0.143830E-02   0.129616E+02   0.105790E+02   0.114092E+02   0.106564E+02   0.721594E+02  -0.810797E+01   0.000000E+00   0.802674E+02  -0.160535E+03
   0.534590E+02   0.303220E+03  -0.633512E+02  -0.418613E+02   0.143830E-02   0.131107E+02   0.105790E+02   0.114092E+02   0.106564E+02   0.720714E+02  -0.819522E+01   0.000000E+00   0.802666E+02  -0.160533E+03
   0.577099E+02   0.353584E+03  -0.265407E+02  -0.418613E+02   0.143830E-02   0.119747E+02   0.105162E+02   0.114092E+02   0.966078E+01   0.727097E+02  -0.744597E+01   0.000000E+00   0.801557E+02  -0.160311E+03
   0.577099E+02   0.120578E+03   0.116616E+03  -0.701830E+02   0.445294E-02   0.119747E+02   0.105162E+02   0.121979E+02   0.966078E+01   0.715138E+02  -0.778897E+01   0.000000E+00   0.793028E+02  -0.158606E+03
   0.577099E+02   0.120578E+03   0.143643E+03   0.508537E+02   0.445294E-02   0.115843E+02   0.105162E+02   0.121979E+02   0.686391E+01   0.707021E+02  -0.903364E+01   0.000000E+00   0.797357E+02  -0.159471E+03
   0.577099E+02   0.122487E+03   0.168402E+03  -0.119685E+03   0.445294E-02   0.115843E+02   0.105162E+02   0.121979E+02   0.686391E+01   0.708320E+02  -0.903364E+01   0.000000E+00   0.798656E+02  -0.159731E+03
   0.577099E+02   0.118355E+02   0.168402E+03  -0.119685E+03   0.472547E-02   0.115843E+02   0.905750E+01   0.121979E+02   0.142577E+02   0.682646E+02  -0.950883E+01   0.000000E+00   0.777734E+02  -0.155547E+03
   0.591504E+02   0.107045E+02   0.220994E+03  -0.119685E+03   0.472547E-02   0.115843E+02   0.905750E+01   0.121979E+02   0.142577E+02   0.693373E+02  -0.950883E+01   0.000000E+00   0.788461E+02  -0.157692E+03
   0.591504E+02   0.107045E+02   0.199769E+03  -0.119685E+03   0.472547E-02   0.115843E+02   0.905750E+01   0.111061E+02   0.142577E+02   0.696592E+02  -0.905922E+01   0.000000E+00   0.787184E+02  -0.157437E+03
   0.591504E+02   0.979719E+02   0.199769E+03  -0.119460E+03   0.472547E-02   0.115843E+02   0.905750E+01   0.114787E+02   0.143509E+02   0.707307E+02  -0.925720E+01   0.000000E+00   0.799879E+02  -0.159976E+03
   0.591504E+02   0.118296E+03   0.164141E+03  -0.120523E+03   0.607084E-02   0.878771E+01   0.937087E+01   0.114787E+02   0.152417E+02   0.698150E+02  -0.953301E+01   0.000000E+00   0.793480E+02  -0.158696E+03
   0.591504E+02   0.118296E+03   0.199336E+03  -0.123180E+03   0.607084E-02   0.878771E+01   0.937087E+01   0.114787E+02   0.152417E+02   0.696960E+02  -0.953301E+01   0.000000E+00   0.792290E+02  -0.158458E+03
   0.591504E+02   0.238171E+03   0.195224E+03  -0.123180E+03   0.607084E-02   0.878771E+01   0.937087E+01   0.114787E+02   0.102350E+02   0.723673E+02  -0.692128E+01   0.000000E+00   0.792886E+02  -0.158577E+03
   0.591504E+02   0.277559E+03   0.195224E+03  -0.383328E+02   0.607084E-02   0.947654E+01   0.937087E+01   0.114787E+02   0.102350E+02   0.724669E+02  -0.682412E+01   0.000000E+00   0.792910E+02  -0.158582E+03
   0.591504E+02   0.296260E+03   0.203084E+03  -0.383328E+02   0.508763E-02   0.947654E+01   0.937087E+01   0.107444E+02   0.102350E+02   0.729541E+02  -0.658472E+01   0.000000E+00   0.795388E+02  -0.159078E+03
   0.635070E+02   0.194858E+03   0.203084E+03  -0.383328E+02   0.508763E-02   0.947583E+01   0.937087E+01   0.107444E+02   0.102350E+02   0.727748E+02  -0.658475E+01   0.000000E+00   0.793595E+02  -0.158719E+03
   0.635070E+02   0.195114E+03   0.114912E+03  -0.515328E+02   0.615426E-02   0.100305E+02   0.937087E+01   0.107444E+02   0.102350E+02   0.727480E+02  -0.660552E+01   0.000000E+00   0.793535E+02  -0.158707E+03
   0.635070E+02   0.241955E+03   0.197209E+03   0.432814E+02   0.677672E-02   0.100305E+02   0.937087E+01   0.147926E+02   0.102350E+02   0.703220E+02  -0.877713E+01   0.000000E+00   0.790991E+02  -0.158198E+03
   0.635070E+02   0.284354E+03   0.161367E+03   0.736732E+02   0.677672E-02   0.100305E+02   0.937087E+01   0.792654E+01   0.102350E+02   0.720903E+02  -0.691185E+01   0.000000E+00   0.790021E+02  -0.158004E+03
   0.635070E+02   0.284354E+03   0.149856E+03   0.114971E+03   0.155298E-02   0.100305E+02   0.707027E+01   0.137125E+02   0.102350E+02   0.703518E+02  -0.919892E+01   0.000000E+00   0.795507E+02  -0.159101E+03
   0.635070E+02   0.282246E+03   0.149856E+03   0.992617E+02   0.229184E-02   0.100305E+02   0.707027E+01   0.137125E+02   0.102350E+02   0.705309E+02  -0.919892E+01   0.000000E+00   0.797298E+02  -0.159460E+03
   0.635070E+02   0.282246E+03   0.154020E+03   0.992617E+02   0.229184E-02   0.100305E+02   0.776580E+01   0.137125E+02   0.570507E+01   0.677890E+02  -0.119356E+02   0.000000E+00   0.797246E+02  -0.159449E+03
   0.635070E+02   0.282246E+03   0.180280E+03   0.269500E+02   0.229184E-02   0.101277E+02   0.776580E+01   0.137125E+02   0.570507E+01   0.679540E+02  -0.119471E+02   0.000000E+00   0.799011E+02  -0.159802E+03
   0.917914E+02   0.282246E+03   0.197181E+03   0.269500E+02   0.229184E-02   0.101277E+02   0.776580E+01   0.109241E+02   0.521423E+01   0.664405E+02  -0.118449E+02   0.000000E+00   0.782854E+02  -0.156571E+03
   0.950480E+02   0.282246E+03   0.123929E+03   0.457011E+02   0.229184E-02   0.101277E+02   0.776580E+01   0.109241E+02   0.818063E+01   0.707048E+02  -0.749870E+01   0.000000E+00   0.782035E+02  -0.156407E+03
   0.762806E+02   0.282246E+03   0.610655E+02   0.348918E+01   0.229184E-02   0.101277E+02   0.776580E+01   0.109241E+02   0.818063E+01   0.716390E+02  -0.749870E+01   0.000000E+00   0.791377E+02  -0.158275E+03
   0.628509E+02   0.154551E+03   0.120309E+03   0.713625E+02   0.229184E-02   0.101277E+02   0.927998E+01   0.102513E+02   0.120444E+02   0.732806E+02  -0.710917E+01   0.000000E+00   0.803898E+02  -0.160780E+03
   0.628509E+02   0.150038E+03   0.187992E+03   0.713625E+02   0.229184E-02   0.101277E+02   0.927998E+01   0.102513E+02   0.108760E+02   0.737939E+02  -0.666276E+01   0.000000E+00   0.804567E+02  -0.160913E+03
   0.628509E+02   0.150038E+03   0.213243E+03  -0.182350E+02   0.469930E-02   0.101277E+02   0.927998E+01   0.102513E+02   0.116123E+02   0.722936E+02  -0.691942E+01   0.000000E+00   0.792130E+02  -0.158426E+03
   0.628509E+02   0.119713E+03   0.184437E+03   0.574943E+02   0.162692E-01   0.101277E+02   0.927998E+01   0.102513E+02   0.113180E+02   0.677148E+02  -0.680606E+01   0.000000E+00   0.745209E+02  -0.149042E+03
   0.628509E+02   0.182181E+03   0.192721E+03  -0.292792E+02   0.113670E-01   0.101277E+02   0.973210E+01   0.994863E+01   0.113180E+02   0.702783E+02  -0.675571E+01   0.000000E+00   0.770340E+02  -0.154068E+03
   0.628509E+02   0.182181E+03   0.244783E+03  -0.292792E+02   0.113670E-01   0.101277E+02   0.973210E+01   0.994863E+01   0.113180E+02   0.702397E+02  -0.675571E+01   0.000000E+00   0.769954E+02  -0.153991E+03
   0.628509E+02   0.182181E+03   0.306180E+03   0.356603E+02   0.113670E-01   0.101277E+02   0.973210E+01   0.994863E+01   0.113180E+02   0.698311E+02  -0.675571E+01   0.000000E+00   0.765868E+02  -0.153174E+03
   0.628509E+02   0.177428E+03   0.302458E+03   0.356603E+02   0.118481E-01   0.101277E+02   0.973210E+01   0.994863E+01   0.113180E+02   0.698294E+02  -0.675571E+01   0.000000E+00   0.765851E+02  -0.153170E+03
   0.628509E+02   0.177428E+03   0.246985E+03   0.572781E+02   0.810866E-02   0.101277E+02   0.973210E+01   0.796743E+01   0.113180E+02   0.712357E+02  -0.717868E+01   0.000000E+00   0.784144E+02  -0.156829E+03
   0.628509E+02   0.160420E+03   0.247353E+03   0.585182E+02   0.810866E-02   0.104096E+02   0.804804E+01   0.662293E+01   0.839487E+01   0.695117E+02  -0.879887E+01   0.000000E+00   0.783106E+02  -0.156621E+03
   0.628509E+02   0.225735E+03   0.192024E+03   0.385587E+02   0.810866E-02   0.115114E+02   0.832416E+01   0.148975E+02   0.108768E+02   0.690655E+02  -0.963093E+01   0.000000E+00   0.786964E+02  -0.157393E+03
   0.628509E+02   0.251087E+03   0.192024E+03   0.489960E+02   0.879280E-02   0.137330E+02   0.832416E+01   0.101528E+02   0.108768E+02   0.698925E+02  -0.845090E+01   0.000000E+00   0.783434E+02  -0.156687E+03
   0.560760E+02   0.251087E+03   0.168944E+03   0.489960E+02   0.114891E-01   0.137330E+02   0.832416E+01   0.101528E+02   0.108768E+02   0.682319E+02  -0.845090E+01   0.000000E+00   0.766828E+02  -0.153366E+03
   0.560760E+02   0.232163E+03   0.168944E+03   0.489960E+02   0.641012E-02   0.123402E+02   0.832416E+01   0.101528E+02   0.614606E+01   0.694922E+02  -0.994158E+01   0.000000E+00   0.794338E+02  -0.158868E+03
   0.560760E+02   0.232163E+03   0.168944E+03   0.489960E+02   0.669156E-02   0.123402E+02   0.589701E+01   0.102045E+02   0.100299E+02   0.691413E+02  -0.101983E+02   0.000000E+00   0.793396E+02  -0.158679E+03
   0.587898E+02   0.218347E+03   0.221031E+03   0.489960E+02   0.669156E-02   0.127260E+02   0.168578E+02   0.102045E+02   0.100299E+02   0.676414E+02  -0.113755E+02   0.000000E+00   0.790169E+02  -0.158034E+03
   0.587898E+02   0.218347E+03   0.213480E+03   0.489960E+02   0.430213E-02   0.117162E+02   0.168578E+02   0.102045E+02   0.100299E+02   0.691261E+02  -0.108800E+02   0.000000E+00   0.800061E+02  -0.160012E+03
   0.627692E+02   0.218347E+03   0.213480E+03  -0.342729E+02   0.430213E-02   0.117162E+02   0.127552E+02   0.102045E+02   0.960171E+01   0.718318E+02  -0.790930E+01   0.000000E+00   0.797411E+02  -0.159482E+03
   0.627692E+02   0.144117E+03   0.231948E+03  -0.342729E+02   0.430213E-02   0.105891E+02   0.116055E+02   0.102045E+02   0.960171E+01   0.728203E+02  -0.697792E+01   0.000000E+00   0.797982E+02  -0.159596E+03
   0.627692E+02   0.144117E+03   0.231948E+03  -0.342729E+02   0.430213E-02   0.105891E+02   0.116055E+02   0.102045E+02   0.986515E+01   0.728115E+02  -0.698664E+01   0.000000E+00   0.797981E+02  -0.159596E+03
   0.627692E+02   0.144117E+03   0.194447E+03  -0.112641E+03   0.548908E-03   0.105891E+02   0.137840E+02   0.829325E+01   0.986515E+01   0.719441E+02  -0.839423E+01   0.000000E+00   0.803383E+02  -0.160677E+03
   0.438188E+02   0.144117E+03   0.172858E+03  -0.414731E+02   0.246288E-02   0.846445E+01   0.915744E+01   0.964602E+01   0.986515E+01   0.729314E+02  -0.660678E+01   0.000000E+00   0.795382E+02  -0.159076E+03
   0.438188E+02   0.148931E+03   0.172132E+03  -0.690062E+02   0.246288E-02   0.104995E+02   0.823680E+01   0.655233E+01   0.118753E+02   0.704892E+02  -0.915563E+01   0.000000E+00   0.796448E+02  -0.159290E+03
   0.438188E+02   0.148931E+03   0.945039E+02  -0.114472E+03   0.246288E-02   0.104995E+02   0.823680E+01   0.655233E+01   0.969769E+01   0.711875E+02  -0.859557E+01   0.000000E+00   0.797831E+02  -0.159566E+03
   0.438188E+02   0.262540E+03   0.357812E+00  -0.104011E+03   0.246288E-02   0.104995E+02   0.941010E+01   0.655233E+01   0.969769E+01   0.713403E+02  -0.830463E+01   0.000000E+00   0.796449E+02  -0.159290E+03
   0.538453E+02   0.262540E+03  -0.307702E+02  -0.104011E+03   0.246288E-02   0.106531E+02   0.941010E+01   0.143956E+02   0.969769E+01   0.715503E+02  -0.855174E+01   0.000000E+00   0.801020E+02  -0.160204E+03
   0.748400E+02   0.262540E+03  -0.606692E+02  -0.104011E+03   0.275306E-02   0.784343E+01   0.779745E+01   0.881682E+01   0.969769E+01   0.716252E+02  -0.752127E+01   0.000000E+00   0.791465E+02  -0.158293E+03
   0.440637E+02   0.262540E+03  -0.436980E+02  -0.592183E+02   0.275306E-02   0.820737E+01   0.141956E+02   0.881682E+01   0.969769E+01   0.710738E+02  -0.867663E+01   0.000000E+00   0.797504E+02  -0.159501E+03
   0.578971E+02   0.262540E+03  -0.237856E+02  -0.456823E+02   0.275306E-02   0.820737E+01   0.141956E+02   0.881682E+01   0.762531E+01   0.706160E+02  -0.934321E+01   0.000000E+00   0.799592E+02  -0.159918E+03
   0.513861E+02   0.175064E+03   0.155173E+02   0.609159E+02   0.275306E-02   0.820737E+01   0.141956E+02   0.881682E+01   0.115669E+02   0.707586E+02  -0.910597E+01   0.000000E+00   0.798646E+02  -0.159729E+03
   0.513861E+02   0.175064E+03   0.387227E+02   0.437589E+02   0.914291E-03   0.104348E+02   0.142653E+02   0.881682E+01   0.119195E+02   0.710804E+02  -0.907956E+01   0.000000E+00   0.801600E+02  -0.160320E+03
   0.513861E+02   0.178542E+03   0.143803E+03  -0.816387E+02   0.914291E-03   0.104348E+02   0.142591E+02   0.881682E+01   0.119195E+02   0.713924E+02  -0.907526E+01   0.000000E+00   0.804677E+02  -0.160935E+03
   0.688903E+02   0.178542E+03   0.143803E+03  -0.816387E+02   0.508390E-02   0.104348E+02   0.142591E+02   0.881682E+01   0.119195E+02   0.700802E+02  -0.907526E+01   0.000000E+00   0.791555E+02  -0.158311E+03
   0.688903E+02   0.178542E+03   0.143803E+03   0.141025E+02   0.834628E-02   0.104348E+02   0.142591E+02   0.902253E+01   0.121168E+02   0.694235E+02  -0.912422E+01   0.000000E+00   0.785477E+02  -0.157095E+03
   0.836030E+02   0.178542E+03   0.931742E+02   0.171993E+03   0.478854E-02   0.104348E+02   0.142591E+02   0.902253E+01   0.118694E+02   0.707053E+02  -0.900989E+01   0.000000E+00   0.797152E+02  -0.159430E+03
   0.836030E+02   0.154044E+03   0.902326E+02   0.171993E+03   0.431848E-02   0.101365E+02   0.142591E+02   0.902253E+01   0.116553E+02   0.711954E+02  -0.886849E+01   0.000000E+00   0.800639E+02  -0.160128E+03
   0.836030E+02   0.151540E+03   0.122910E+03   0.171993E+03   0.431848E-02   0.783383E+01   0.142591E+02   0.902253E+01   0.711363E+01   0.699924E+02  -0.100164E+02   0.000000E+00   0.800088E+02  -0.160018E+03
   0.836030E+02   0.154869E+03  -0.302021E+01   0.171993E+03   0.431848E-02   0.783383E+01   0.142591E+02   0.902253E+01   0.711363E+01   0.700617E+02  -0.100164E+02   0.000000E+00   0.800781E+02  -0.160156E+03
   0.836030E+02   0.154869E+03  -0.783196E+02   0.140089E+03   0.200083E-02   0.112738E+02   0.142591E+02   0.902253E+01   0.711363E+01   0.704760E+02  -0.981506E+01   0.000000E+00   0.802911E+02  -0.160582E+03
   0.836030E+02   0.154869E+03  -0.106917E+03   0.170443E+03   0.200083E-02   0.112738E+02   0.142591E+02   0.902253E+01   0.805729E+01   0.713078E+02  -0.907299E+01   0.000000E+00   0.803808E+02  -0.160762E+03
   0.776785E+02   0.154869E+03  -0.149184E+03   0.192821E+03   0.200083E-02   0.736368E+01   0.142591E+02   0.115707E+02   0.125116E+02   0.693973E+02  -0.105050E+02   0.000000E+00   0.799023E+02  -0.159805E+03
   0.776785E+02   0.154869E+03  -0.149184E+03   0.170698E+03   0.302951E-03   0.644426E+01   0.142591E+02   0.115707E+02   0.125116E+02   0.684594E+02  -0.116144E+02   0.000000E+00   0.800738E+02  -0.160148E+03
   0.776785E+02   0.154869E+03  -0.134828E+03   0.170698E+03   0.302951E-03   0.711997E+01   0.142591E+02   0.821678E+01   0.117272E+02   0.699677E+02  -0.102418E+02   0.000000E+00   0.802095E+02  -0.160419E+03
   0.997015E+02   0.141450E+03  -0.136326E+03   0.170698E+03   0.302951E-03   0.102094E+02   0.142591E+02   0.959162E+01   0.104500E+02   0.717352E+02  -0.845115E+01   0.000000E+00   0.801863E+02  -0.160373E+03
   0.997015E+02   0.141450E+03  -0.150729E+03   0.144291E+03   0.166055E-02   0.102094E+02   0.685970E+01   0.959162E+01   0.732382E+01   0.714998E+02  -0.875451E+01   0.000000E+00   0.802543E+02  -0.160509E+03
   0.997015E+02   0.141450E+03  -0.150729E+03   0.144291E+03   0.297005E-02   0.102094E+02   0.685970E+01   0.959162E+01   0.752195E+01   0.715084E+02  -0.858226E+01   0.000000E+00   0.800907E+02  -0.160181E+03
   0.997015E+02   0.141450E+03  -0.150729E+03   0.144291E+03   0.297005E-02   0.102094E+02   0.685970E+01   0.807851E+01   0.752195E+01   0.711327E+02  -0.895797E+01   0.000000E+00   0.800907E+02  -0.160181E+03
   0.997015E+02   0.128986E+03  -0.137553E+03   0.144291E+03   0.302417E-03   0.837706E+01   0.685970E+01   0.555391E+01   0.752195E+01   0.677080E+02  -0.125260E+02   0.000000E+00   0.802340E+02  -0.160468E+03
   0.997015E+02   0.153329E+03  -0.141034E+03   0.165953E+03   0.302417E-03   0.837706E+01   0.685970E+01   0.555391E+01   0.752195E+01   0.677422E+02  -0.125260E+02   0.000000E+00   0.802682E+02  -0.160536E+03
   0.710988E+02   0.153329E+03  -0.141034E+03   0.114502E+03   0.507623E-02   0.773362E+01   0.685970E+01   0.555391E+01   0.752195E+01   0.661862E+02  -0.128797E+02   0.000000E+00   0.790659E+02  -0.158132E+03
   0.710988E+02   0.153329E+03  -0.149768E+03   0.162875E+03   0.507623E-02   0.129338E+02   0.108569E+02   0.555391E+01   0.752195E+01   0.667889E+02  -0.121634E+02   0.000000E+00   0.789523E+02  -0.157905E+03
   0.710988E+02   0.153329E+03  -0.436791E+02   0.122731E+03   0.507623E-02   0.114907E+02   0.108569E+02   0.555391E+01   0.916217E+01   0.688786E+02  -0.107385E+02   0.000000E+00   0.796171E+02  -0.159234E+03
   0.710988E+02   0.940750E+02   0.484593E+01   0.767446E+02   0.507623E-02   0.113820E+02   0.882865E+01   0.555391E+01   0.916217E+01   0.690134E+02  -0.105998E+02   0.000000E+00   0.796132E+02  -0.159226E+03
   0.710988E+02   0.211275E+03  -0.435345E+02   0.104090E+03   0.507623E-02   0.113820E+02   0.882865E+01   0.555391E+01   0.916217E+01   0.687188E+02  -0.105998E+02   0.000000E+00   0.793186E+02  -0.158637E+03
   0.121589E+03   0.147228E+03  -0.318433E+02   0.637137E+02   0.315602E-02   0.113820E+02   0.101482E+02   0.555391E+01   0.916217E+01   0.675684E+02  -0.105478E+02   0.000000E+00   0.781162E+02  -0.156232E+03
   0.789708E+02   0.869959E+02  -0.318433E+02   0.637137E+02   0.315602E-02   0.113820E+02   0.899868E+01   0.555391E+01   0.916217E+01   0.694698E+02  -0.105640E+02   0.000000E+00   0.800338E+02  -0.160068E+03
   0.789708E+02   0.950578E+02  -0.320331E+02   0.637137E+02   0.668695E-02   0.113820E+02   0.899868E+01   0.910420E+01   0.830221E+01   0.721605E+02  -0.708382E+01   0.000000E+00   0.792443E+02  -0.158489E+03
   0.789708E+02   0.950578E+02  -0.820073E+01   0.637137E+02   0.274651E-02   0.113820E+02   0.899868E+01   0.910420E+01   0.835066E+01   0.733373E+02  -0.706299E+01   0.000000E+00   0.804003E+02  -0.160801E+03
   0.789708E+02   0.950578E+02   0.299963E+02   0.637137E+02   0.274651E-02   0.997518E+01   0.899868E+01   0.124747E+02   0.835066E+01   0.729691E+02  -0.753771E+01   0.000000E+00   0.805068E+02  -0.161014E+03
   0.789708E+02   0.247990E+03   0.765597E+02   0.103591E+03   0.274651E-02   0.997518E+01   0.899868E+01   0.731859E+01   0.835066E+01   0.717655E+02  -0.761137E+01   0.000000E+00   0.793769E+02  -0.158754E+03
   0.720592E+02   0.202432E+03   0.463959E+02   0.603103E+02   0.370264E-02   0.997518E+01   0.108050E+02   0.731859E+01   0.835066E+01   0.719924E+02  -0.773008E+01   0.000000E+00   0.797225E+02  -0.159445E+03
   0.720592E+02   0.246393E+03   0.415043E+02   0.751502E+02   0.418802E-03   0.997518E+01   0.108050E+02   0.101903E+02   0.835066E+01   0.729420E+02  -0.684744E+01   0.000000E+00   0.797894E+02  -0.159579E+03
   0.720592E+02   0.248397E+03   0.209116E+02   0.584870E+02   0.418802E-03   0.990211E+01   0.108050E+02   0.101903E+02   0.109234E+02   0.729250E+02  -0.680120E+01   0.000000E+00   0.797262E+02  -0.159452E+03
   0.828490E+02   0.248397E+03   0.855404E+02   0.600267E+02   0.418802E-03   0.120861E+02   0.861346E+01   0.101903E+02   0.979477E+01   0.720835E+02  -0.722371E+01   0.000000E+00   0.793072E+02  -0.158614E+03
   0.912334E+02   0.341502E+03   0.246372E+02   0.106398E+03   0.418802E-03   0.941459E+01   0.861346E+01   0.122013E+02   0.979477E+01   0.708923E+02  -0.724112E+01   0.000000E+00   0.781334E+02  -0.156267E+03
   0.912334E+02   0.341502E+03   0.153841E+02   0.628193E+02   0.418802E-03   0.108097E+02   0.100892E+02   0.122013E+02   0.979477E+01   0.707710E+02  -0.729024E+01   0.000000E+00   0.780612E+02  -0.156122E+03
   0.912334E+02   0.341502E+03   0.153841E+02   0.295223E+02   0.418802E-03   0.117437E+02   0.100892E+02   0.133335E+02   0.979477E+01   0.697303E+02  -0.824881E+01   0.000000E+00   0.779791E+02  -0.155958E+03
   0.912334E+02   0.341502E+03   0.153841E+02   0.295223E+02   0.222070E-02   0.117437E+02   0.100892E+02   0.133335E+02   0.979477E+01   0.696236E+02  -0.824881E+01   0.000000E+00   0.778724E+02  -0.155745E+03
   0.912334E+02   0.341502E+03   0.202634E+03  -0.927390E+01   0.204045E-02   0.117437E+02   0.100892E+02   0.105137E+02   0.979477E+01   0.708820E+02  -0.700798E+01   0.000000E+00   0.778900E+02  -0.155780E+03
   0.912334E+02   0.341502E+03   0.939775E+02  -0.927390E+01   0.204045E-02   0.120838E+02   0.100892E+02   0.105137E+02   0.979477E+01   0.707519E+02  -0.716143E+01   0.000000E+00   0.779133E+02  -0.155827E+03
